Urban,Agriculture,BIBI,Nitrate,Phosphate
7.170099161,61.5942029,2.109998703,1.062,0.0023
11.67105841,58.34431269,1.88999939,5.507,0.0007
6.563509607,35.28311512,2.429998398,1.145,0.005
10.88615023,54.87089202,2.329999924,2.332,0.0007
12.14069592,62.00832073,4.109996796,4.126,0.0031
8.524958548,64.02718387,3.444442749,2.726,0.01
8.549931601,39.87688098,2.779998779,1.821,0.0044
8.53204988,63.99365566,3.444442749,2.742,0.0099
8.53204988,63.99365566,3.444442749,2.742,0.0099
17.77539342,3.397711016,2.779998779,0.196,0.0008
10.892134,40.03681433,2.714284897,0.546,0.0071
9.74522293,21.33757962,2.428569794,0.418,0.0051
9.531914894,12.07092199,2.714284897,0.166,0.0118
6.874603845,66.49984154,4.109996796,3.356,0.0266
8.628816699,64.16822865,3.439998627,1.824,0.0049
10.85757509,46.37397964,3.669998169,4.571,0.0067
8.530559168,67.64629389,3.88999939,4.454,0.0026
7.739130435,6.673913043,4.329998016,0.396,0.0013
17.33696674,40.69723736,2.714284897,0.602,0.0059
9.74025974,11.62205142,2.142856598,0.073,0.0007
14.82949087,8.261287224,2.109998703,0.674,0.0007
9.788867562,64.20345489,3,0.77,0.0054
10.96221441,70.07908612,2.777776718,3.582,0.0211
14.78250031,7.914745108,2.779998779,0.6,0.0007
15.37175004,9.571233085,2.777776718,1.276,0.0007
16.17250674,21.8328841,1.859999657,0.815,0.0007
9.669211196,79.38931298,3.219999313,1.592,0.0035
11.08424023,69.08504635,2.777776718,3.61,0.0203
13.06030008,49.83485892,3.219999313,3.181,0.003
4.634581105,55.16934046,1.289999962,0.001,0.0113
11.08629442,69.13705584,2.109998703,4.379,0.0226
4.832474227,25.32216495,4.109996796,1.049,0.0046
12.92134831,52.80898876,1,0,0.0007
20.12779553,68.69009585,2.429998398,1.929,0.0007
11.38126179,65.4370153,3.439998627,2.154,0.0026
7.720144753,59.41440947,2.109998703,3.447,0.0001
12.96628637,23.26624792,3.669998169,1.593,0.0102
10.40285569,71.39214686,3.219999313,2.92,0.0161
13.78947368,56.10526316,4.109996796,1.705,0.0007
9.632571996,24.18073486,3,1.622,0.0045
14.63032581,49.46741855,2.559999466,2.719,0.0013
10.12658228,28.10126582,3.569999695,0.251,0.0062
8.853575482,91.14642452,3.439998627,3.895,0.0198
8.273534774,70.55583569,2.779998779,4.954,0.0202
14.37213183,51.80433876,4.559997559,3.207,0.0027
8.101265823,91.89873418,2.329999924,2.015,0.0272
5.464071856,25.89820359,2.779998779,1.051,0.0046
11.5621602,66.8901776,3.289999008,2.628,0.017
13.93114492,56.79210035,4.109996796,2.312,0.0615
10.48181238,28.1110402,4.13999939,0.376,0.0007
4.033832141,73.45478204,3.219999313,1.601,0.0346
7.628494139,40.50495942,2.333332062,1.485,0.0035
8.700361011,89.16967509,1.289999962,0.001,0.0041
17.41911211,8.126410835,2.709999084,0.406,0.004
17.33605878,56.7040495,3.669998169,1.291,0.0024
8.494823467,75.40483143,2.779998779,6.394,0.0058
12.08506224,44.76141079,3,1.864,0.0052
18.42696629,41.34831461,3.289999008,1.044,0.0025
8.914728682,10.07751938,3,0.025,0.0007
12.30769231,37.69230769,2.13999939,0.494,0.0023
16.78607984,40.53224156,2.714284897,1.847,0.0139
11.76470588,50.92097445,2.559999466,1.724,0.0035
14.52623336,25.60689115,2.429998398,0.022,0.0046
11.76470588,80.7486631,3.669998169,6.462,0.0029
10.58610315,82.73317382,2.329999924,6.894,0.0007
9.395546129,67.10498409,4.329998016,1.903,0.0047
9.663879768,47.68980808,3.569999695,0.548,0.0129
13.32725378,37.97550808,3.669998169,2.045,0.0193
14.5345416,7.073084618,1.569999695,0.173,0.0042
11.82152791,26.63425743,3.569999695,0.246,0.0146
10.63524001,54.8146019,2.429998398,0.345,0.0044
20.51282051,76.28205128,1.859999657,0.867,0.0007
13.31089351,26.74418605,2.142856598,0.41,0.0049
15.51511413,63.91116595,3.669998169,4.921,0.0007
25.19480519,62.5974026,1,0.979,0.0147
12.04099832,28.17449119,3.569999695,0.32,0.0082
14.49530638,6.759641088,4.109996796,0.455,0.0082
21.63568773,62.08178439,3.219999313,2.209,0.0007
11.08678997,45.97789209,3.219999313,1.87,0.0033
11.88405797,78.55072464,1.43999958,0.147,0.0007
17.78855118,57.47715831,4.109996796,4.03,0.0288
13.59223301,83.49514563,2.329999924,0.177,0.0076
10.1010101,5.555555556,2.329999924,2.266,0.0007
23.56495468,51.96374622,3.669998169,0.838,0.0135
16,77.53846154,1.88999939,3.101,0.0194
16.35416667,44.93055556,2.428569794,0.86,0.0043
27.73506801,24.89651094,2.329999924,1.039,0.0019
20.21428571,13.07142857,3.88999939,1.429,0.0035
13.62528437,7.409814755,4.13999939,0.33,0.0007
13.94176226,69.27181814,2.555555344,4.402,0.0309
15.88581634,7.151826325,4.329998016,0.462,0.0007
28.43373494,21.56626506,1.857142448,0.379,0.0035
25.62915553,51.30802212,4.329998016,2.394,0.0036
19.16188191,8.155511755,2.111110687,0.798,0.0007
14.71049629,73.80205362,3.439998627,4.238,0.0043
15.11546536,65.31373921,3.444442749,3.449,0.0007
13.39352897,58.16403311,4.329998016,2.606,0.0012
14.94547787,31.09364978,2.429998398,0.127,0.0007
11.0432422,31.25848361,3,0.884,0.0007
20.33224478,60.556581,2.779998779,2.069,0.0036
13.24275659,7.857259781,4.329998016,0.163,0.0005
22.79411765,6.862745098,1.569999695,0.179,0.0007
20.48822058,8.310196003,2.109998703,0.715,0.0069
15.10804856,56.39619369,2.333332062,2.121,0.0353
18.47066667,33.72266667,3.439998627,1.672,0.0007
15.74246371,19.35243766,1.88999939,1.189,0.0003
15.32066508,2.96912114,3.569999695,0.112,0.0007
20.89187699,8.046852431,2.329999924,0.496,0.0007
27.680798,16.83291771,1.285714149,0.014,0.0085
21.19487909,24.7955192,4.42999649,0.904,0.0018
18.21631879,13.82036686,2.777776718,1.175,0.0062
13.77405024,25.41612601,4.709999084,0.356,0.0007
20.30757098,28.70662461,3.222221375,1.892,0.0089
24.6418792,44.50881441,2.333332062,1.727,0.0032
18.6746988,14.22356091,2.777776718,1.177,0.0055
18.15455187,32.39825923,2.109998703,1.803,0.0151
12.15043394,73.7704918,3,4.931,0.0007
39.95098039,26.59313725,4.559997559,2.848,0.0092
17.6489533,45.82286634,4.109996796,2.694,0.0123
16.59727086,47.7670117,2.777776718,2.498,0.0007
16.42023346,28.17120623,3.219999313,2.431,0.0007
16.62758438,68.45729573,2.329999924,3.735,0.0015
16.62482244,68.46321562,2.329999924,4.048,0.0007
31.92686357,27.77777778,1.859999657,1.002,0.0007
19.33959168,21.43044706,2.429998398,0.523,0.0053
16.91642334,18.81549226,3.289999008,0.115,0.0007
17.10920622,69.73830929,2.329999924,2.972,0.0007
17.26856963,38.10650265,2.111110687,0.029,0.0007
19.09732017,70.10813352,1.222221375,4.239,0.0081
28.17310485,17.71710717,4.13999939,0.885,0.013
17.41240187,18.26417572,3.859998703,0.137,0
21.84880788,6.8776955,4.111110687,1.208,0.0007
18.64599092,60.28744327,3.439998627,0.333,0.0007
21.97874295,32.16113371,2.429998398,0.871,0.0073
22.0685112,32.12121212,2.709999084,0.879,0.0057
30.54592721,43.05134315,3,1.753,0.0023
30.34115139,43.10589908,2.109998703,0.533,0.0088
18.96974652,5.478331971,2.13999939,0.277,0.0007
21.19453423,17.65354099,2.429998398,0.217,0.0052
26.08494617,24.1231257,4.13999939,0.926,0.0026
19.80726209,67.86267424,2.109998703,4.048,0.0008
30.80763777,38.73343974,2.559999466,0.497,0.0007
18.45640343,46.21417649,2.109998703,0.829,0.0007
30.75027382,41.91538883,2.109998703,0.587,0.0066
33.77389662,38.20706475,2.329999924,1.659,0.003
22.84880327,76.21716287,1.669999123,5.737,0.0086
43.130227,30.34647551,3.666666031,2.629,0.006
33.89321424,38.30375845,2.559999466,1.636,0.0007
23.056685,75.98660608,1.669999123,5.712,0.0101
17.32728414,18.866587,3.569999695,0.082,0
31.07876712,13.18493151,1.859999657,0.335,0.0007
21.37816521,14.32129514,3,0.518,0
23.54124748,28.16901408,1.859999657,0.883,0.0013
17.33615222,37.92811839,3.444442749,0.053,0.0038
24.42333786,8.350807944,2.559999466,2.876,0.0447
22.85352238,72.38261584,1.669999123,7.948,0.004
23.38452968,18.59382461,3.859998703,0.306,0.0046
20.26979678,41.43307638,3.88999939,2.296,0.0231
19.67670011,55.18394649,4.329998016,3.096,0.0041
19.90794016,36.01841197,2.709999084,0.449,0.0211
37.40518962,7.385229541,2.13999939,1.372,0.0007
44.68503937,5.905511811,1.88999939,1.552,0.0007
37.76351971,32.9055912,1.88999939,0.412,0.0007
22.80762107,40.97683915,1.669999123,1.144,0.0032
24.69346049,44.70367847,2.109998703,0.969,0.0035
39.33823529,51.10294118,2.779998779,2.181,0.0047
20.375,71.5,1.669999123,0.237,0.009
19.46202532,23.53639241,1,0.004,0.0007
36.74033998,34.63004519,2.777776718,1.508,0.003
37.5925645,32.67509687,2.333332062,1.525,0.0035
26.63503897,15.45238902,3.219999313,0.702,0.0007
30.58631922,5.993485342,2.429998398,0.268,0.0007
30.06644518,52.65780731,3,3.379,0.0193
28.77673979,41.58554008,1.569999695,1.659,0.0136
28.55493355,44.58282568,1.859999657,1.742,0.0967
25.32366649,10.69394096,1.857142448,0.093,0.0007
38.36639255,39.18647208,2.779998779,1.352,0
31.27648703,21.05136605,1.289999962,0.022,0.0025
36.93181818,19.31818182,3,0.878,0.0011
26.398483,9.928213463,2.429998398,0.009,0.0025
44.58926948,9.154289179,2.555555344,1.42,0.0007
41.52281134,47.5647349,3.439998627,3.483,0.0054
49.12727273,7.454545455,3,2.091,0.0007
26.03488466,27.968009,2.555555344,2.501,0.0007
26.49519678,47.7843198,2.559999466,3.064,0.0134
25.14985666,23.61219703,3.88999939,0.652,0.0047
44.95990836,18.72852234,1.859999657,0.24,0.0068
25.85096596,15.02606562,1.569999695,0.118,0.0007
35.01193902,35.46041756,2.111110687,1.716,0.0007
29.66274711,44.11603605,2.559999466,2.297,0.0027
26.65289256,35.74380165,3.444442749,0.546,0.003
44.82655502,22.81698565,3.219999313,1.465,0.0164
43.33986787,27.71249533,2.555555344,1.467,0.0007
25.37067545,10.13179572,3,0.325,0.0026
47.21311475,18.68852459,3,2.747,0.001
23.07067425,64.7034931,3.439998627,5.793,0.0025
47.95491143,15.9742351,1.88999939,0.619,0.0037
42.88209607,47.86026201,4.109996796,2.533,0
44.46735395,40.6185567,2.559999466,0.776,0.0007
31.42339075,37.0444243,3.444442749,1.194,0.0034
63.67795059,14.08966148,2.13999939,0.31,0.0089
30.97094259,55.82476967,1.88999939,4.367,0.0437
39.8006135,22.53323108,3.857141495,1.378,0.0007
36.22409823,44.51266309,2.709999084,0.383,0.0056
40.42788581,34.43966592,1.43999958,1.437,0.0007
45.72454759,17.04655339,1.569999695,0.45,0.0446
62.47370635,7.320151451,1.666666031,2.551,0.0053
51.11731844,19.13407821,3.222221375,1.524,0.0007
28.54030501,10.13071895,2.555555344,0.337,0.0007
45.87525151,41.95171026,2.429998398,0.516,0.0059
37.84665579,9.461663948,1.569999695,0.034,0.0034
58.65724382,7.243816254,2.329999924,0.419,0.0007
42.2422568,36.14221317,1.289999962,0.807,0
38.50574713,41.37931034,1.569999695,0.014,0.0248
30.8934338,21.63616792,2.333332062,0.868,0.0029
50.60936498,14.33611289,1.859999657,0.346,0.0432
49.31029476,30.95687527,2.559999466,1.507,0
43.93236335,37.56979945,1.859999657,0.863,0.0002
39.25992013,13.83719942,4.13999939,0.259,0.0037
46.32844229,17.45054369,2.429998398,0.471,0.0023
52.56707398,20.25465423,2.777776718,1.285,0.0007
43.95213454,24.80595084,2.559999466,1.942,0.0007
72.08966016,5.543504459,1.88999939,2.187,0.0007
51.52070355,12.60534995,2.714284897,0.648,0.0042
54.74006116,11.28950051,1.569999695,0.936,0.0007
36.99772555,13.79833207,2.13999939,0.119,0.0007
16.9017858,44.09576772,1.888888359,1.433,0.0033
54.32002088,8.379013312,1.888888359,2.758,0.0023
26.17449664,61.61073826,2.779998779,2.512,0.0027
77.93650794,5.026455026,1.43999958,4.153,0.0091
41.67049949,13.58660657,4.42999649,0.271,0.0025
42.23569453,35.54740126,3.669998169,1.553,0.0007
36.76099748,43.34547492,1.857142448,0.179,0.0007
45.22085076,20.67734367,2.109998703,1.526,0.0007
42.643342,35.3480647,2.109998703,1.556,0.0007
58.73159968,12.48009832,1.222221375,1.509,0.0007
42.67390055,27.89415062,3.444442749,1.492,0.0007
48.6248516,19.48951326,1.669999123,1.75,0.0012
50.12808197,23.43900096,3.439998627,1.234,0.0096
43.35586834,35.09364956,3,1.278,0.0038
46.57611771,46.01018676,3.669998169,1.477,0.0047
45.47299011,30.44636064,2.111110687,1.823,0.0043
49.2199688,13.68954758,1.859999657,1.98,0.0174
55.7637883,21.3086351,2.111110687,0.748,0.0079
51.00593984,14.08315769,1.289999962,0.319,0.0525
57.65531833,21.15470924,2.779998779,1.375,0.0007
37.57625051,46.44164294,2.555555344,2.788,0.0007
50.75417856,13.90134529,2.429998398,2.172,0.0218
70.84019769,13.61889072,2.559999466,0.878,0.0046
51.4084507,13.91880696,2.13999939,1.502,0.0219
32.41053342,12.82916948,1.569999695,0.192,0.0061
59.31080186,7.355864811,1.569999695,0.746,0.0007
51.34019302,22.54759042,2.329999924,0.83,0
41.87279152,24.48763251,2.13999939,0,0.0007
65.14063176,8.391749603,1.444443703,2.235,0.0021
65.39219094,8.388367512,1.888888359,2.242,0.0018
42.26509468,24.75884244,2.13999939,0,0.0007
51.2987013,36.36363636,3.219999313,8.587,0.0045
62.26218787,21.44768133,2.111110687,2.413,0.0045
53.81888735,12.78310511,3,0.319,0.0014
70.57387057,3.663003663,1.285714149,0.275,0.0007
64.32748538,34.21052632,1.43999958,1.518,0.0188
51.26449788,16.33380481,2.333332062,0.953,0.0007
60.52962469,20.35816346,1.888888359,1.567,0.0007
56.05144894,9.483960948,2.709999084,0.958,0.0007
78.61342479,8.794708476,1,3.078,0.0223
59.3327242,17.96789767,1.289999962,0.947,0
58.12672176,34.9862259,1.859999657,0.226,0.0139
48.10201661,26.047845,2.329999924,1.419,0.0289
61.12988894,19.21776919,2.111110687,0.641,0.0148
57.08193042,18.49607183,2.329999924,1.321,0.002
59.94691591,17.64812066,1.569999695,0.971,0
58.0994112,13.48076133,2.429998398,1.254,0.0045
66.36059302,10.36824486,2.111110687,1.272,0.0023
55.88480702,13.69108637,1,0.773,0
76.54676259,5.011990408,2.333332062,1.59,0.0007
57.46701847,13.50923483,2.13999939,2.339,0.0163
81.97463768,5.827294686,2.429998398,0.945,0.0007
54.39962255,36.54163718,1.43999958,5.194,0.0054
61.26947243,15.300842,1.888888359,1.785,0.003
52.24668726,24.05101126,3,0.345,0.0025
49.11715427,15.89551918,1.88999939,0.688,0
48.71497585,25.99033816,3.669998169,0.265,0.0005
51.87165775,15.45454545,1.289999962,0.072,0.0046
63.05378219,14.52960045,1.888888359,1.703,0.003
67.79746835,27.34177215,1.43999958,4.676,0.0013
58.69502565,8.035045248,2.709999084,0.278,0.0074
78.95310796,3.053435115,2.559999466,0.377,0.0001
77.01395813,5.119641077,1.666666031,2.479,0.0052
56.21761658,12.8935831,2.142856598,1.011,0.0007
68.38390967,26.53493296,1.88999939,5.81,0.0007
74.03166049,6.837318963,2.559999466,1.939,0.0024
70.10698553,24.98426683,1.669999123,5.591,0.0007
53.29579331,5.962239152,1.857142448,0.593,0.0007
72.13220998,22.81270253,1.88999939,5.304,0.0007
59.81410607,6.232914161,1.859999657,0.333,0.0037
66.608963,9.261439176,1.857142448,1.061,0.0033
54.49609773,1.979414093,2.142856598,0.218,0.0026
65.59638703,10.20168275,1.888888359,1.421,0.0022
58.66935484,28.72983871,3,2.707,0.0007
77.96610169,0.456323338,1.88999939,1.164,0.004
63.7388724,9.376854599,1.669999123,3.765,0.0007
83.30356734,3.947428676,1.888888359,1.328,0.0007
62.29401335,10.93554443,1.859999657,0.413,0.0013
82.86988458,2.675760756,2.109998703,1.354,0.0034
84.37868427,3.088894129,1.859999657,0.688,0.0007
85.82214364,3.798920055,1.222221375,1.189,0.0031
81.42307692,4.051282051,2.329999924,1.367,0.0024
81.58953722,3.679218166,1.669999123,1.51,0.008
98.46335697,1.063829787,1.669999123,1.553,0.0056
76.08670453,8.264750203,2.329999924,0.337,0.0007
77.43413517,2.443680794,1,0.662,0.0011
57.8358209,7.587064677,2.109998703,0.32,0.0013
76.88286706,4.436917158,1.859999657,0.769,0.0007
87.58278146,3.80794702,1.88999939,1.537,0.002
77.65306122,2.721088435,1.289999962,0.524,0
82.52299606,3.17564608,2.109998703,2.028,0.0049
77.37480922,2.819972382,1.569999695,0.791,0.0007
80.79470199,1.821192053,1.289999962,0.095,0.0038
65.92465753,12.67123288,2.13999939,0,0.0067
72.5128494,8.054636344,2.429998398,1.254,0.0007
88.88529289,1.80313468,2.329999924,1.04,0.0007
79.51807229,3.614457831,1.571428299,0.455,0.005
87.97736917,2.772277228,2.13999939,0.905,0.0007
88.05872757,2.77324633,2.709999084,1.124,0.0007
77.18332022,5.452399685,1.571428299,1.284,0.0007
77.47321206,7.164216297,1,0.51,0.0314
87.78081797,2.440956221,1.569999695,0.852,0.0007
91.05058366,0.778210117,1,1.626,0.009
91.92094313,2.115117892,1.859999657,1.474,0.0007
94.10242684,2.560670949,1.569999695,1.003,0.0007
80.16656385,6.025087395,3,1.417,0.0066
78.15405046,2.689243028,1.859999657,0.409,0.0104
74.72979928,13.22696861,1.571428299,0.521,0.0056
71.93808883,8.389412293,1.888888359,1.697,0.0035
74.67248908,13.75545852,1.571428299,0.622,0.0061
83.74364986,2.246971473,1.569999695,0.746,0.0011
80.48261178,3.761533002,2.559999466,1.326,0.0001
78.98324022,7.497206704,1.285714149,1.005,0.0007
83.27039275,8.836858006,2.109998703,3.433,0.0046
80.11074043,4.19794273,1.571428299,0.598,0.0007
95.03546099,1.241134752,1.669999123,1.725,0.0131
96.67673716,2.114803625,1.569999695,1.755,0.0007
65.53113553,20.07326007,1.289999962,0.157,0.012
25.23148148,20.83333333,1.857142448,0.011,0.0007
60.61302682,4.367816092,1.857142448,0.682,0.0023
36.85368537,44.88448845,1,0.101,0.0095
14.33207139,85.66792861,1.444443703,2.312,0.0031
91.113381,1.327885598,3.569999695,0.981,0.0048
0,80.86419753,1.571428299,2.457,0.0007
2.874049028,38.54606932,1.571428299,0.727,0.0007
38.23529412,11.02941176,1.571428299,1.009,0.0007
8.035714286,77.97619048,1.88999939,0.477,0.0905
21.27541075,13.422445,1.289999962,0.001,0.0024
8.146067416,14.3258427,2.709999084,0.001,0.0007
14.27783903,17.14443219,3,0.09,0.0007
28.71794872,39.74358974,3.219999313,1.196,0.0032
22.61768083,23.42135476,2.111110687,0.927,0.0024
13.54330709,17.63779528,2.333332062,0.753,0.0007
82.0754717,5.660377358,1.222221375,0.399,0.0007
2.577046634,20.53870865,1,0.102,0.0007
2.527899597,20.21963133,2.709999084,1.636,0.0331
10.22364217,26.46432375,2.777776718,1.11,0.0007
52.46568378,33.09608541,1.43999958,4.038,0.006
0,14.42533229,3.289999008,0.164,0.0065
9.76744186,0,3.439998627,0.095,0.001
15.13157895,6.743421053,3.669998169,0.348,0.0006
6.535947712,16.20915033,3.222221375,0.948,0.0045
47.1641791,26.76616915,2.777776718,0.389,0.0007
15.26176178,68.17227278,2.555555344,3.608,0.0043
84.17977528,2.876404494,1.43999958,1.635,0.0128
1.634472511,28.67756315,4.109996796,0.604,0.0028
0.074294205,76.37444279,1.859999657,0.085,0.0673
1.516827303,66.91420446,4.109996796,3.138,0.0049
50,5.882352941,1.669999123,0.494,0.0013
2.43902439,83.84146341,3,3.353,0.0007
57.57855823,23.64140481,2.329999924,1.182,0.0038
50.77081192,26.61870504,2.111110687,0.886,0.0048
58.95492621,15.79577184,2.333332062,1.46,0.0007
0,24.28884026,3.289999008,0.101,0.0007
0.954805856,96.69000637,2.429998398,4.772,0.0086
0.613496933,79.26380368,2.111110687,1.653,0.0044
1.044529962,65.22814733,1.888888359,4.602,0.0196
2.697180221,18.83939518,3.289999008,0,0.0007
4.743083004,16.12648221,3.859998703,0,0.0034
0.085034014,6.972789116,3.569999695,0.026,0.0011
2.688248211,20.35489127,3.569999695,0.164,0
2.490873953,20.5318159,4.709999084,0.236,0.0007
0,82.59259259,1.569999695,2.157,0.006
0.785714286,74.42857143,1.569999695,12.143,0.0007
0,40.49360146,1.859999657,0.123,0.0007
21.48760331,74.50929752,2.111110687,4.799,0.0051
0.131184408,64.80509745,2.777776718,0.691,0.0113
0,68.42105263,1.289999962,1.492,0.0082
15.32258065,41.12903226,2.779998779,3.677,0.0034
1.212121212,22.12121212,1.571428299,0.072,0.0007
22.13506139,37.82401091,2.142856598,0.731,0.0133
3.615384615,30.46153846,3.285713196,0.902,0.0123
3.960119269,57.63138278,2.709999084,1.052,0.0078
73.38403042,7.984790875,2.333332062,0.894,0.0007
49.0800368,16.37534499,1.285714149,0.769,0.0007
4.239766082,34.42982456,1.857142448,0.284,0.0007
19.78131213,28.72763419,2.709999084,0.473,0.0083
49.40987124,10.89055794,1.569999695,0.435,0.0134
9.174664107,11.59309021,2.429998398,0.258,0.0028
0.36589828,97.96926454,1.666666031,10.076,0.0076
1.986754967,81.45695364,2.777776718,0.723,0.0055
0,43.1646306,3.222221375,2.01,0.0081
13.99708773,68.43829632,2.333332062,3.889,0.023
2.918781726,50.31725888,4.42999649,1.547,0.0007
0.713557594,27.01325178,2.13999939,0.001,0.0027
73.62637363,1.236263736,1.569999695,1.017,0.0011
21.88868043,21.13821138,2.709999084,0.296,0.0037
4.24403183,19.36339523,3,0.508,0.0007
1.812366738,3.731343284,1.569999695,0.001,0.0007
0.664841611,27.80602268,3,0.01,0.0138
13.42857143,2,3,0.001,0.0013
4.605263158,16.1377709,3.669998169,0.777,0.0045
15.18324607,0,2.559999466,0,0
10.76923077,0,1.43999958,0.209,0.0007
1.78807947,43.64238411,1.289999962,0.61,0.0095
1.041666667,92.97542735,1.571428299,1.207,0.0076
0.129701686,82.81452659,1.571428299,1.944,0.0007
0.124360923,63.72806411,3.285713196,6.747,0.0042
0,5.795053004,2.709999084,0.098,0.0007
32.65306122,54.08163265,1.571428299,0.041,0.0046
0.044762757,59.40017905,1,0.263,0.0006
15.53030303,48.88468013,1.289999962,0.931,0.0324
0.828937453,18.23662396,3,0.13,0.0269
64.9122807,13.36429309,2.555555344,1.467,0.0007
27.93860858,56.20806911,2.555555344,4.475,0.0007
61.50627615,4.916317992,2.13999939,0.279,0.0032
27.72259182,55.91907409,3.222221375,4.489,0.0007
72.80830419,11.32799278,2.111110687,1.43,0.0035
0,66.92677071,3,3.737,0.0026
0.465116279,0,1.669999123,0.06,0.0007
